Ratings,Reviews
2,"the whole messages in my whatsapp after 7th june 2023 got disappeared, because my whatsapp suddenly got reset by its own self. can you fix the problem please? it's really bothering people. especially when you forget to backup the messages."
4,"Good updated whatsapp, have a channel and easy to follow. But, maybe can improve UI. Like channel upside and the status downside."
5,The experience has been great on this app But pls we want our profile picture to be in full Help us to do that cus the crop part makes it too small Adjust it a little bit more so we can set our profile pics in full. Thank you
2,"After second last update A feature has been added on WhatsApp, which only shows the calling when the WhatsApp call is busy, brother, what is this, remove it, 2. the call duration is not shown when the call is cut automatically n shows call cancelled 🤦🏼‍♀️"
3,This app is amazing. But now it's lil bit annoying by regular updates like instagram.🙄😰 But i understand new updates brings new things.🙂😡😡When uploading images or videos to status whatsapp reducing it's quality...why???? 😡😡It's annoying.. 🙄🙄I hope u guys will fullfill my request in next update.❤
3,"Whenever I click on a link for joining Whatsapp group through Google, it always starts a never ending ""Loading"", I think it's a bug that should be fixed ASAP for ease and trust of the users."
1,"The new Add Group feature is veryirritating and annoying. On clicking a chat, it is supposed to open the chat instead it shows the recommendation to join other groups."
5,I want to have all the new WhatsApp features.. Because I digest the new features I see my friends have them but mine no ... When I tap the audio button it doesn't change to the video part as I see others .... Video call quality
5,"Team, The option of editing messages is really good as you have created , but however I belive the time which has given to edit the messages of 15 mins es less , atleast we should have 30 mins to the same if needed."
3,"Please add *Account pause* option. Without deleting account we can pause WhatsApp so that we don't receive any new massege till the time we activate it. With this feature, we won't loose any data or chat history."
4,"This is good software, but I am facing a problem that when I install and registering it shows a message to use an official and block. If anyone has some suggestions, please reply."
4,App is undoubtedly user friendly. But why my WhatsApp is not getting updated now despite efforts and repeated updating process which lasts hours together. Thanks for Developer's quick guidence. After following all the steps suggested in their recent mail my What's App has now been updated. Thanks. 🙏
2,"Urgent Complaint: Frequent Verification Codes for Unauthorized Device Logins. I am writing to express my deep concern and frustration regarding a recurring issue I am facing with my WhatsApp account. It seems that on a daily basis, I am receiving verification codes for another device login, even though I do not possess any other device associated with my account. Today, to my utmost dismay, someone logged out of my account from the device . What the hell is going on?"
2,"I would like to confirm that pictures sent are reduced to very bad quality Also whats realy annoying and very bad that im getting panned for no reason. Many times, i did complain, and there was no reply"
3,Could you kindly consider incorporating a feature within WhatsApp that enables the pinning of crucial messages within group conversations? Such an addition would undoubtedly prove immensely advantageous. Your attention to this matter would be highly appreciated.
4,"Communication is reliable, the call drop, might be due to signal strength. It can use dialer to make it really covinient."
4,"I like all of the updates in the app ✌ they are real nice, I would suggest that you add tagging/mention feature in the status section and it should also have a privacy policy, that's just a suggestion from me."
3,"I can't get nowhere with this app. I wanted voice call few people in Europe for few minutes but I'm having constant problem to get there with call, doesn't go through. What's problem?"
2,"Why am i unable to log in into my account,i am getting messages like 'you need the official whatsapp to use this account', yet I'm using the official one.i started by getting messages like 'this account is not allowed to use whatsapp.chats are still on this device.request a review'.i got these messages and i verified my account more than ten times.please,help or you don't want me to use whatsapp."
3,"I am glad to have the chat lock 🔒 feature in watsapp, but that's not useful, because thare not a seperate password for that tha screen password is the password for that private chat ,I am requesting to give that feature that thare is a different password for the locked chats and also give the features to recover that password if we lost that , Thankyou"
5,This app is make everything very easy like my conversations with my contact people. Thank you WhatsApp for this easy method to talk people very easy and safe connecting people very easily and the end to end encryption is very safe for everyone But I suggest WhatsApp to do update chat lock bcoz there is privacy needed Thank you
5,"I like the app and rate it five stars but there is a future I would like the team to review. When I turn on disappearing massage for a specific number, that person should not see that I have turned it on"
1,I have been using whatsapp but after the update it says I need to use the Official App to log in. This has delayed my chats for 8 days since I updated. I have contacted you severally without any response. This is unfair considering the number of years I've been a loyal customer to the App. Is there a human other than the bots??
1,"Terrible, terrible experience. I haven't been able to access my account for 3 days now. Apparently I am not using the official WhatsApp now. So I searched for the official WhatsApp, which is exactly what I was using btw, and same problem. Guess now I'm back to regular messaging. Tha nks lot🙄🙄"
1,"The latest update is very frustrating when trying to open emojis the keyboard does not open properly, also the animation in the switching keyboard from text to emojis make it very frustrating"
1,i hate the new update the 3 status button to select and delete multiple is gone. and to just see how many views without opening my own status. it sucks and the channel doesn't help too
1,"is it possible for us to post/upload pictures/screen recording at higher quality on whatsapp? im not sure if only happen to android devices, but the quality of my screen recording becomes so bad after i shared it on my status 😤"
3,Unnecessary sounds and musics are horrible and disturbing. It is saved automatically in audio player. Frustrated
1,Latest update (2.23.14) has a recurring bug with the emoji menu on Android. An update is being rolled out but the beta channel is full so we need to wait.
4,The application is amazing Infact the recent addition of the channel options updates etc But I miss the old display of status where you got to see the status divided into viewed and non viewed
3,"I used to love this app,the call is so clear,messaging is too fast.but since these past months adds is just much.its interfering the calls and when u are typing message."
5,♦️ Finally i switched From WhatsApp To Signal Private Messenger App. #New Year New Experience Try something new this year I have installed the Signal messaging app along with WhatsApp which is quite simple and easy to use and I am very impressed. You must try Signal once.
1,"Isn't allowing me to restore backup, second time I've had this problem,d o better! And if someone from tech reads this, send help cause my messages are important and I need them!"
3,"Group video call quality is not as before its definitely gone down. During one to one video call voice quality is good but with same members when in group video call, the voice quality is not good."
4,"WhatsApp has been incredibly great, bravo! In a case where groups are being dissolved, no one person can dissolve the group. Even if they are all removed they still have the group on their phones. Please we need a feature where the creator of the group can dismantle the group without leaving it on others' phones."
4,"I love using WhatsApp! But the recent update is killing me 😭 please make the emoji/gif/sticker tab longer again! It's taking me forever to find what emoji or gif I want to send because the tab is so small now, even if I pull it up 🥲"
2,Your current UI in which you have placed the menu bar in the bottom is weird for me. I am not comfortable with this ui. Either remove or give option to choose this feature by own to users.
4,Channels is rather intrusive. There should be a way to turn it off. Also it seems we can no longer search status.
5,"I recommend downloading this app it is really great to post whats going on with your life on your status and its great to video call and text, and have a voice note. What i love about whatsApp i can chat with my friends and family. Please download WhatsApp trust me you won't regret it. I hope this helped"
4,"I really enjoyed whatsapp chatting experience,I need one update , the user can use whatsapp in multiple mobiles that really help who are using multiple mobile devices, the whatsapp web features really good it work seamlessly, i am already write feedback on it but it is not yet updated please do it asap,thank you whatsapp team"
2,Not getting the verification code over SMS nor getting call back for getting verification code. Kindly fix the issue I'm also attaching the s/s which says Official What's App is not installed. Which is not correct. Need urgent help
1,"Why does WhatsApp have this much delay in bringing small updates, whereas other apps show up with different ideas even faster? Feels disappointed in using this app for every professional matter and that other apps don't get much attention in the spectrum. Stupid app."
5,"Assalamualaikum wa rehmat ul ALLAH i wabarakatu hu.It's a great application. I'm facing a problem from May. I can't see status, while I'm using Whatsapp it amiss all the status. I'm giving 5 stars because all over it's performance is so satisfying. Jazak'ALLAH u Khairan."
5,"My WhatsApp account is not working whtas the matter? When am trying to register, it shows that the account needs official WhatsApp to be used. I downloaded new WhatsApp and install it but it still doesn't work and i also updated it but the issue is still not changing so i don't know what is the main issue so it is my request to recover my account please help me coz am failing to have proper communication with friends, relatives and my colleagues and this has brought a great challenge help me"
4,Good to see screen share Need to add markers. Will be easy to teach online classes just like zoom and other apps.
4,"Kindly,. 1. Introduce a ""Delete for All"" that Deletes messages completely, other Whatsapp apps still accessing deleted messages. 2. Make DELETED STATUS Disappear immediately and be unavailable to all viewers. Kindly work on that"
5,"Alls good..but I had something to say. Not much, I'll just say that It would be better if WhatsApp could be logged out like Facebook.Then people could not understand that they are available or not. It would be better to do just this one thing.Because in WhatsApp when people active in online then the messages go deliver and they can understand that he/ she is online.so I want to see that see people are messaging for or not. If this happen,this will be grateful for me."
1,I am using whatsapp since long and have nice experience but since last 3 days it stop and after my review it restore...something is wrong with my account and I cannot understand the reason for this. Please help me by stating reason and also requesting you to restore my account.
1,"I'm not giving any starts right now. Because the feature you added "" who can see when I'm online"". If no one can see other people online Is basically a bad feature. It is good for whom who stealthily want to run whatsapp. And make other people foolish. It's not good feature for parents who want to keep an eye on their children and for husband wife or gf bf. So please remove this feature if possible."
1,"The update is trash, I hate the channel collum, why can't I hide it, or put it at other section, don't ruin status, put it at different section, and why you change the muted status location??? It was perfect beforee broo"
1,When I opened my WhatsApp...Suddenly my every chats were deleted.. I don't know how my every chats became deleted.. How can I restore everything... I'm trying from 4 hours.... From Google drive I tried.. to backup..but after that also.. no backup chats... After doing backup..again it's showing that backup chats backup chats..why... Suddenly what happened to WhatsApp... From everywhere I did backup but.. after that.But failed..how ..could it's happens.. now I'm crying 🥺 😩 I want every chats
1,WhatsApp has been working great up until now. But now I can't see statuses of anyone as the status won't download and it says try again later it never downloads😒. Also the status length needs to be increased
5,"Should allow all smart devices for example Sony experience devices UK made.. And other devices like ZTE, mobicel, Huawei.. What else am I forgetting to produce enough words to reach the minimum number of word that you require for some one to submit his or her quarry eesh I don't have anything to say"
1,I cannot unlock a chat after locking...its again again showing fingerprints unlock..after fingerprint is verified also its showing the same unlock with fingerprint...i am really tensed now..i updated the app...cleared cache..rebooted my phone.. Do something fast
5,It is a good app but many fake apps are made on the name of whatsapp and scammers are geting more chance to scam anyone plz this is a request to ban all the fake apps. There is one more good feature for payment directly. Nice!
1,"Can download docx, pdf and somefile to open later using appropriate application. For example docx, ms word error ""can not open file. Try saving the file on device and then open it"". Xiomi note 8 android 11"
1,I hate the idea if I wanted to keep using this app I can't use an older version. They are forcing me to update. I will probably uninstall this and get my contacts to use messenger. WhatsApp sucks.
1,"Error: ""You need the official whatsapp to use this account"" Using the original app. Reset-ed my phone and this error popped up. It's been more than 8 days, no response from whatsapp support."
1,Worst location app What the hell is wrong with you ? Why can't you update location? Whenever I msg the msg gets recieved to recipient but when I click refresh on location it doesn't gets updated.. WHY ? hire me if you need coding lessons
1,"Everything is fine, there are many new updates, they are very good, but if you delete the given pictures or videos from the phone, then the pictures are not visible. Is there any solution? It is a big problem."
2,Every time I call my wife over sea . The call only said connection and nothing happen. The calls doesn't go through at all. It was working at 1 point and now it doesn't. MY wife from oversea and myself are very disappointment that we cant communicate like before. What going on whatup.
2,After all it's so good where we can communicate around the world but video clips and photos I posted and received are no longer readable. Fix that and 5 Star 🌟 will be given.
1,"When i switch to stickers there is like 2 seconds when the slide leaves and the keyboard appears, before the update it was fine, dissapointed."
5,"Aight whatsapp i suddenly got an idea, how about u can send the picture but with song/sound, it can be any song/sound like the tiktok features and u can import it from ur music or something yeah that's my idea if u somehow use this idea make sure not to forget add a credit to me too"
5,This App is totally 'ui' User Friendly and fairly easy to use. Notification / Message 'Alerts' are straightforward to 'access'.
1,I had muted quite a number of contacts in the past ..Now with the new chanel feature am unable to search nor view muted status 🤨 Wish there was a way to disable the channels display
1,The new update is the worst. There are many glitches like if you try to put a smiley in the middle of typing then the smiley sinks at the bottom making it hard to notice and continue typing. Horrible experience
3,Good App but nows days it shows the different times. Like new messages can come year 1945 and or 2060. I don't know why and also it keeps deleting the status I post and I doesn't gives the status posted by othe.. why😢
4,I really love this app I always download it in my other mobiles cause it is the best app I could use but there is a big problem that I need the WhatsApp to solve when calling. When I call someone it doesn't let me call any body with network it have to be 📶signal and I need one more update one WhatsApp that I can make any chat private like with password or smth so no one could read a private chat I hope this message is read to WhatsApp and the problems is solved💪😄👌
3,Please remove the ring around ones chat for status viewing. It's even irritating now cause we can't view ones display picture without having to view the status on the chats.
1,"It's getting dark when use audio message, and when I play the message, I can't hear anything... Fix it please.."
3,"Please bring back the old system of emoji,sticker, and gif. Its makes me uncomfortable, It's a pain, when I want to use a sticker, I have to drag up to enlarge the selection 😒😒"
2,"This is one of the best app for messages, voice call and video call. Since am using WhatsApp all my businesses and my messages have been secured, and it have made things very easy for me."
2,"I would have given it 5 STARS but can't now. What's the problem with this app, after uninstall and reinstall then it refuse to open why? It's so frustrating 😭 please rectify this problem."
3,"Everything was going well until this feature came back where archived messages go back all the way down and any messages from archived chats comes back to regular chats🤦, very disappointed, please get that feature back where it stays in archived"
1,Your update is very stressful. I can't even scroll upwards to get a full interface for the emojis and stickers... It's really really uncomfortable
1,The only reason I gave this app 1 star is because I can't give it a 0....doesn't upload pictures to status in high quality and is for some reason occupying 5gig of my phone space but claims to be using 250mbs in storage and data settings(whatsapp)...
1,"Unable to share video on Status Or Share video to chats, post the new update it is showing this video can't be sent or Can't send this video choose a different video.. Earlier it used to accept all video types.."
1,"Bad !! From time to time, all of my whatsapp photos disappear from the gallery, and all new pictures sent on the app won't be downloaded to my phone gallery!"
1,Can you maintain the old stickers and emoji tray. It's difficult to navigate with the new design.
1,It has blocked my one number without valid reason. I have mailed the team like 20 times. They told me they have not found any malfunction but still my number is blocked. Very poor service
4,Wish I could get recent WhatsApp messages removed from top of most recent list and pushed to the bottom of the list of chats. Now must go through a time consuming process to put other chats ahead of recent messages
2,"After clearing data snd restoring the app,i lost important current chats. Why did my chat history just disappear and when i restore backup i only get one message for today???. My settings is resore daily. Twice this year now i encounter this problem"
4,"Please add screen sharing feature to all mobiles, it is very useful and make sure the sound should also share with the video, I think there is a glitch"
3,"My Whatsapp is great but somehow after have a call with someone up to 6-7 hours I can't call anymore without it saying ""Connecting"" and I find it irritating please fix that."
2,This whatsApp voice note is bad. It runs fast making unable to clearly hear what the voice is saying. This is too bad. It needs to be improved.
1,I get way more spam calls and messages than real ones! Don't install this is app unless you're ready to deal with fake spam calls and messages that try to steal your identity.
1,I do not see or get All the features on this phone Samsung galaxy note 20 android cannot see or have chat and the icons at the bottom ??? Why not ??? I need help the app does not show all the features ??
1,"Too much spam messages recently. Daily 20-30 spammers send messages at the same time for same thing.. like ""hye i m frm hr"". Do something that we can prevent receiving mesages from unknowns. Else whatsapp would be most hated app."
5,Some of the best app for video calling but some time the video graphics very low due to server and the images detail also in low quality i hope the moderater fix this issue soon thanks
5,"Whatsapp is really reliable and safe , I can actually ensure my chat's are safe but I'd prefer for it to have a handwriting setting to choose different fonts to give ppl a better experience pls I would love for there to be a font setting 🙏🏻"
5,"Whatsapp is an amazing app for communication, it let's you call, send voice notes and send other files. If you want to do yourself a favor, download it"
5,All the features are very helpful.. But there should be a message scheduling option. Much needed
3,"This app is annoying lately. My account gets blocked too often. You should try to find a way to avoid the frequent blocking, it's too disturbing."
3,Samsung finally got it on my new phone but didn't hit restore. I was able to get back on old phone & did a backup of everything now I don't no how to restore it to the new phone. I tried to uninstall & reinstall but it didn't bring me to the restore page. I need help asap
1,"Broken pointless, loading forever & doesn't send, can't send full videos, crashes, uses 30gb of data in 4hours, 4hours sending a msg. Ect"
5,Keep up the good work and add more cool and interesting features and also we want to upload large files on status etc and also add a status saver feature to save status easily
4,It's amazing app ...just one thing missing that you cannot lock the chat conversation on each people ... otherwise superb app .. personally I recommend to all of u that can absolutely use this all in one app✨
1,Since morning my Whatsapp stop sending or receiving messages. I have reset everything. But still it's not working. Help Centre is sleeping. Not resolving my issue but sitting idle at office.
1,"When ever I go offline from the app and return maybe hours later, I can't seem to see statuses posted while I was offline, I'll just the see the ones from few minutes....Am I the only one experiencing this? WhatsApp, how do I rectify"
1,This time update is I don't like.. Before if I mute any group or chats notifications shows in lock screen without sounds.. Now there is no option if we mute it's not showing in lock screen.. When we open whatsap it's showing msgs.... Iam totally disappointed
4,"Of late I have been having problems with whatsApp which ended up closed that I cannot view anything. Answering your questions the App to manage my photos, YouTube,etc.is not somebody's business but you force people on it ."
1,Despite closely following the instructions the app refuses to link to my Samsung watch 5. After entering the 8 digit code on my phone I just get an error message on my watch 'something went wrong' with just the option to quit
2,Using WhatsApp is still difficult: editing is impossible; removing posts is limited to a few hours; removing a post is visible by others. So I prefer to use other apps like telegram.
3,Please remove the latest update which is to follow certain channels. I feel its really annoying since some other social medias already having same feature. Let WhatsApp be different from other social media.
1,I am trying to login my account with official whatsapp application from Google playstore but everytime it's shows that use official whatsapp for login for this account when I emailed to Concerned they said you are not using official whatsapp I had sent video proof screen shots but they are not admiting that they are wrong Very very poor customer service
1,"Backup screen keeps getting stuck, I tried everything, it cant backup to my archive. Also keeps crashing in regular use, terrible."
1,Hi WhatsApp.. can you please add a functionality where u can pin the messages on top of a certain contact. I'm sure it will be very useful. Thanks.
2,"bro- i was just chatting my friend then suddenly it's gone, says ""if you didn't restore your msg rn, you won't be able to restore it later"", I thought ""oh, okay"", but guess what? after it done downloading, MY MSG STILL AREN'T BACK?!? so yeah."
3,"No option to remove WhatsApp status I don't want to see anyone's status not I want to post any status similarly I don't need community option too, WhatsApp should give user options to choose customise and change features they want to use, as it is a private app."
3,I have a problem .the videos i send to enyone or upload on status are not at good quality they are blured i also change setting of wattaapp from recommended quality to good quality but there is no change in quality befir one or two months it does nkt happemd please settle it i am very annoyed of this problem😑😒😒
1,"I'm trying to open the app but it can't. I have installed and uninstalled a couple time but it keeps on telling me the same things. It can't open, kindly help"
3,I have issue with view my own status in linked devices. Sometimes i can view it. But most of the time can't view. Can the developer team make it to be viewable in linked devices?
1,"Hello, my Whatsapp account has been hacked and someone is using it to extort money from my contacts. Please help me out and I noticed that once I uninstalled and reinstall the app, it will reject sending otp. It keeps asking me to download the official application. How do I go about it to recover my account please?"
5,It was good until I erroneously downloaded a third party app. My account has been banned. Can you please help UnBan it as I didn't know it was against your rules. It's been so frustrating. Thanks
1,The new update is horrible what happened to the Emoji/stickers area? I can't be the only one who thoroughly dislikes it. Change is good but this update is just horrible! Bring back the old UI
1,"The app was working fine until a recent update, now I can not longer use WhatsApp, I cant even log in. And to top it all the help center have no idea what they are doing"
1,"Hit and miss whether messages send.... sat looking at the clock icon in the bottom right... I have both wifi and mobile data connection at present, yet, still messages wont send."
2,"I've been using this app for years and with all updates included but apparently last week there was an update where you can screen share, I updated the app and all that but doesn't seem to work, if so, WhatsApp would've recieved a 5 star review"
4,"It is a really easy app ,but sometimes, like yesterday, I couldn't send messages to my family and friends even i had i internet... anyway, it's a good app."
1,"Hello, My name is Lubna Kamil Shamsi. I am graduate , I have experience of teaching more than twenty years. I have taken online classes and make the different presentations in PowerPoint. I have done 👍 my Ms office in A + grade. I have great communition and typing skills."
1,why i can't login my account in this app? it says that my number had been using/register in another fake whatsapp apps and when i try to login again into this OFFICIAL whatsapp apps. it say the same thing. and i had something urgent to do with this apps as soon as possible.. i don't know what to do
2,The new update has bugs. Can you please fix it? It's annoying when i want to select a sticker. The older version was better
1,"From last week, iam facing issue while operating this app. My app is not working and i had uninstalled it. During reistalling this app,one message displayed ""You need the official whats app to use this account"" While I had never installed similler apps in past."
1,The text box when using emoji jump at the top of the screen after update. This is a major issue and need to be dealt with ASAP
1,I really hate the channel things.. It's so annoying that this app used to be so simple yet you're trying so hard to put that thing... I'm sorry but the new update is just an eyesore
3,This account is not allowed to use what's app What is the reason for this from yesterday night it is coming like that and What's app is automatically being log out. Upto now it is happened for 3rd time for my friends account what is the problem
1,"I am unable to transfer my WhatsApp data from Android to Iphone . I found a solution where it was required to factory reset my iPhone, which I am not going to do it. Make a feature where we can transfer WhatsApp data from Android to iphone"
1,"I am using WhatsApp version download from official WhatsApp but at the end it shows that download WhatsApp from our official website and it doesn't work. I do this again and again but the problem is same and not resolved after the email to WhatsApp team. No resolution is provided by the WhatsApp team also.,........"
1,I am glad last time i give 1 star and ask about my contact except feature and it's available after a year know i want to report about app crash and also bugs in Android OS 8 i email WhatsApp support also highlighted in WhatsApp support group but this person is idiot doesn't have any sense i sent proof screenshots but this person refers me to check your internet connection i have a good internet connection idiots you just try to fix my app concerned issues
3,The app is kinda running slow these days.. Am not sure if it's from my device. But I feel the number of updates have caused a bit of lag with the app
1,"New update made worst interface for selecting smileys and stickers, its not showing completely. Stickers selection during a chat shows Only 1/4th smiley screen."
1,I'll give to the app 1 until you fix the issue to upload status videos and photos to a decent quality it's horrendous to see videos with so bad quality in my videos
1,"I tried to hide whatsapp status from certain contacts and my relatives by selecting them in the ""My contacts except.."" option but still they are able to watch my status.. 😠 Please look after this update 🙏🏼"
2,PLEASE readjust command icons to where they were. It looks all over the place and not user friendly anymore. I do not like this update at all.
1,"Latest update managed to break the emoji menu of the app, at least on my samsung s22, every time I try to open WhatsApp emoji they minimise and you can only see one line of emojis. Worked perfectly before the update"
1,"90% of partial wakelocks are from WhatsApp. Hundreds of ""*job*/com.whatsapp/androidx.work.impl.background.systemjob.SystemJobService"" I would uninstall the app because of this but I have friends who use it."
3,"They really removed the status button where you can view all the status. Now It's more annoying to delete more than 5 status, you have to delete one by one."
5,This app is very good at sending and receiving fast information than an other whatapp version in the social and shows people who are online and as well as video call a Voice call but the only problem is this app doesn't save status unless you install phoenix 😉☺️☺️☺️☺️☺️☺️
1,I find other use of this app on phones that I am usings . Why? A message says to wait to be installed... play store did not give options to press to the normal click to download and to open. Noting.
1,12/07/2023.Not to bad but not to good 😑👎 . It is so much storage. And it is unable to send 10 minutes video I have to send 10 minutes of reading to my teacher 💁📖➡👦👧but it takes about 10 min more to just send in little 2 min video 🤏🥺 is I could give a 0 I would
1,"The new ""Find Channels"" interface in whatsapp is not reasonable to be included. Distracting. Please change it back to the usual basis. Thank you."
4,"This app is very helpful for sharing important information and connecting with friends, family and colleagues.But recently my whatsapp account is banned.i don't know why it happens. I follow your terms and conditions minutely and securely. So please unban my whatsapp account so that I can continue your service. I can also include that even after downloading whatsapp from playstore,it has seen unofficial app.Please give me answer,why does this happen?"
4,"The chat lock new feature that you have included in WhatsApp is very nice, but one of the things I thought was lacking is that when we come out while chatting in the chat lock and open WhatsApp again, the chat lock opens, which should not happen. If you have given chat lock feature then when you exit WhatsApp main page should open without lock chat. I hope you improve this this lock feature 🙏"
5,"Nice, helpful app for work and personal communication. But, please block messages containing apk link. People have fallen victim to the scamming messages and lost their money due to unauthorized mobile bank access."
1,"Utterly disappointed, after 7 years of using WhatsApp now they are asking pin number, forgoten pin number, the WhatsApp blocked,. Till now (after four months) they have not opened my WhatsApp inspite i have sent so many mails, useless system and their team."
3,"New emoji keyboard si bad. There is a bug that happens when switching to emojis, the entire conversation disappear and i have to adjust the height a bit for it to reapper or exit the emoji keyboard"
4,"hello, after the last update on samsung, the emojis built into the program open with a delay of half a second, this is not usual because they used to come off instantly ... please fix this defect .... I use S21 Ultra"
1,please fix the resolution quality in the videos to be shared to stories. I’ve already tried to reduce the quality of the video and it’s useless. HORRIBLE
1,My messages wont send and if it does send it takes forever my internet connection and wifi is fine there is something wrong with the app.
4,Has been great but now I can only access WhatsApp pictures through the camera attachment feature on messages. Very frustrating when I want to share a camera picture from within the app
4,"Great app, functional and very useful I wanted to ask if it was possible to add an improvement to the application: could you add send animations when you send a message? (as on telegram)"
1,It was best for few days WhatsApp have screen sharing option. Now they remove it again. Please kindly add the screen sharing option back. Thanks 🙏
3,"With the updated version, at the chat lock 🔐 It will be much more convenient if I can lock it with either fingerprint only or a different pin code from the normal phone password!"
3,"Hey devs, whatsapp!! This messenger is good but there's a glitch or a bug, which is getting my privacy leaking.... As the SETTINGS >> PRIVACY >> LAST SEEN >> MY CONTACTS EXPECTS...... This is isn't working properly Kindly fix this, please I hope you'll read this..... So if you reading this review... Kindly do the update for this issue in my device Yours sincerely whatsapp user"
1,"When I try to send something, it doesn't work. Even though I make sure that both I and the other person has wifi. The problem is the app not the wifi."
3,Please do something for profile picture and status video resolution.i upload less than 1 mb photos only even though it's very poor quality after uploaded ...and status video also turned to worst quality..
5,"It's really good using this app it's easier to chat with friends, can watch videos.it makes communication easy and efficient. It makes working online easy"
3,Love the app but the most recent update where it's shifted the tab headings to the bottom of the screen is HORRIBLE. Otherwise would be 5 stars
4,Please put the sticker tray to where it was earlier.. Which was more convenient for using. The update where the sticker tray on top isn't helping.
2,Although everything is good but I had problem with my chat lock . My phone is without fingerprint sensors and in this phone it's not getting on but on my another phone with fingerprint sensors is is able to on without any problem
5,"this app is excellent it's very usefull to text,take voice calls and video calls to friends and family and sound quality is best❤️but the worst thing is giving updates again and again nearly"
1,Why when i upload my videos on my status then they jam?? All of a sudden?? This is happening even when i have updated to the latest version of WhatsApp???
3,"I can't use the chat lock feature in my Android phone whenever I try to on it , It gives me a message of "" something went wrong please try again later"" and this is happened with me many times"
2,"While sending images and videos to user why the media quality is loss after senfing, even i set my photo upload quality in best option, and status is also upload in reduced quality, that feature of losing quality that was so worst of whatsapp"
1,"when I want to select a stickers from a pack it goes all the way down of my ""favorite"" stickers and it takes a while to make it to the pack. Please, whatsapp was my favorite app before this new update"
2,Whatsapp not at all working properly status not uploading. And if we post status. The app crashes and too much 🔋 battery loss . Phone heated
1,I had very bad experience with whatsapp. I have raise a query about ban of my account. But team whatsapp didn't reply me since last 4 days. I have sent mail so many time. Very bad. I didn't involved in any violence. But I don't know why whatsapp has banned my account.
2,"Very disappointed, turned on backup since start and now i cant backup 1 month old chat. It should have option to restore 1 year old data even. But poorly it doesnt."
1,"Everything is good but whenever i put a video on status, the quality of video gets lost . Please fix this problem."
3,"When I sharing status it's reduces the videos or photos quality. I can't send status in original quality, please fix it."
3,"Please note that the time on the call logs is wrong. Started about a month ago. For example it says a call was 5 minutes ago when it was in fact 2 hours ago. The time itself when you open the log is correct, but the 5 hours ago/ 1 minutes ago is wrong"
1,"Listen, I don't know what kind of band is installed on my WhatsApp, so whatever I remove, I got an alert message. Also, the account is not being created, remove whatever race it is, so that we can do our work, we will be careful from now on."
2,Whatsapp doesn't show messages unless when opened. What happened? Checked all the settings but no probs with my phone settings. Pls check this bug.
1,"I'm using official WhatsApp app, but whenever i try to sign in to my whatsapp account, during verification process, it says you are not using official WhatsApp app. Please figure out the solution of this problem. Thank you, i'll be waiting for your immediate response"
2,"When we upload a video on status, Video quality goes down. Please work on it and fix it. I Hope you will fix it quickly."
1,"When sharing a video.. the quality decreases too much, please fix it or give an option to select HD/SD etc. while sharing .."
1,The new update is AWFUL!! Please change it back!! 😭 What's the point in limiting the emoji window size?? 😔 so frustrating and time consuming finding emojis now!! 😑 I love WhatsApp but this update is the literal worst!
4,Unable to bold face certain words in the message by adding an '*' before and after the word. I was able to do so earlier. The difference is I was using WhatsApp on a OnePlus 5t earlier and now I am using a OnePlus Nord CE 3 Lite 5G.
1,"Dates are wrong. i texted my friend on Monday or 2019, and she texted me today. Tried everything, but nothing changed. Tried reinstall it, but again, nothing changed."
3,"1.Is there an option to remove the newly added channels? I just want to see what my contacts have posted. 2. Why is WhatsApp becoming a social media platform , we already have too many. This update just isn't righ"
5,"Whatsapp is a beautiful and simple communication medium. At present, it has many benefits among other media! Its users can easily exchange all types! So welcome to all managers and users of Whatsapp!"
5,"It's very user friendly one. But you have to get attention on voice messages. Because it may be realised voice messages automatically Without awareness of the user...,..."
3,Could be better if they let us put music on our status with a picture or video or transfer stories with the music from Instagram either way the both apps are from same company
2,Please optimise it for wear os samsung watch 4 as earlier I was able to view photos properly see status and make calls but now it's not working properly after the update neither u can view photos in full screen nor view status or make calls.please fix it
1,The latest update is troublesome and messy. The previous one without the channel thing is much better.
1,I don't like this updated current version.. Now it bcm hard to manage emoji gif and stickers. And after typing back the whtsap keyboard hang for 1 sec each time & that's annoying
4,"Is the video uploading too slow on pixel 7? Or am I facing this issue? It takes forever to upload a video even when the internet speed at home is 1 GBPS. And most of the times, it just fails to upload a video in HD"
1,Stopped working. Won't link devices. Tried uninstalling and reinstalling. Not sure why this happened. Won't work anymore
1,"Change the emoji tray back to how it used to be. It's so inconvenient now, mainly because the tray appears smaller than my keyboard, forcing me to swipe up to enlarge it"
4,"The app is very good but there is a problem 😕. U see when I was typing and emoji on a group named family time then the whole group just disappeared how is that possible, and how to fix that?"
2,"after the update, I often experience crashes in the middle of typing messages and when I want to send pictures it always crashes when I open the camera"
1,I had previously backed up whatsapp chats and it confirmed this saying last backup 20/04/2023. Now I purchased a new phone tried restoring the backed up files and chats but my drive keeps saying no back up found . What other options do I have ?
1,I had put 1.3GB of data on my account before turning on end to end encrypted backup on WhatsApp but when I turned on end to end encrypted the old backup is not showing showing only 111kb my all data is lost 🙁
1,"new emoji keyboard animation is soooo long, it makes typing really annoying - also making it resizeable has no benefit if it does not save the size.."
